azp1556_ch17_0,"<root><div type=""chapter""><p>"
azp1556_ch17_440,"* No tenemos empero por seguro lo que dize Soto a Libr. 6. q. 1. art. 2. de iust. &amp; iure.. s. que tampoco es obligado a tomar por en parte de pago los fructos, que coge de la prenda de que el deudor no cogia, ni entendia de coger los. Porque basta, que son fructos, dela haziẽda hazienda del deudor: y no tiene titulo alguno justo pa ra los aplicar a si mesmo el acreedor: y porque otramẽte otramente, tambien auriamos de dezir, que si por su grā gran industria el acreedor cogiesse tres tanto de fructos, q̃ que el deudor pensaua, no seria obligado a bol uer aquello de mas"
azp1556_ch17_441,*.
azp1556_ch17_442,"¶ Si † presto dinero a otro, sobre alguna prenda, con condiciō condicion, que no la quitādo quitando hasta tal tiempo, le quedasse por vendida, y q̃ que todos los fructos, o parte dellos, que hasta aquel plazo se recibieren sean del acreedor. M. con obligacion de restituyr, o de descontar de su deuda lo q̃ que recebio: aun que no, si los fructos del medio tiẽpo tiempo que daran para el deudor, o para diminuyr la deuda. Ni si le vino algũ algun da ño, o se le estoruo alguna ganācia ganancia: por no lo auer pagado al tiẽ po tiempo q̃ que deuia, y para recōpensa recompensa dello, toma otro tāto tanto de los fructos b Syl. in Rosa aurea. cas. 28.. Tāpoco Tampoco peca el se ñor directo, que toma en prẽda prenda la heredad dada a otro en feudo (segun todos) con pacto q̃ que tome los fructos, y ren tas, como de cosa suya, hasta que sea pagado sin descōtar descontar nada de la deuda c c. Cōquest ꝰ Conquestus. c. 1. de vsur. ad iuncta. glo. fin.. Porque no toma nada de cosa agena, sino de la suya, se gun Hostiense, Panor. ȳ y la Comun."
azp1556_ch17_443,"† Lo mismo dezimos de la he redad dada en emphiteosi, plazo, o fuero, por cierta pension, segũ segun Imola d In cap. 1. de feud., al qual (aunque dude Ioan de Anania e In. c. 1 đ de vsur., y lo contradiga Barbaci f In. d. c. 1. de feud. ) seguimos: con que concurran tres condiciones. La pri mera, que no lleue pension, ni otro seruicio, que por virtud del con tracto de feudo, emphiteosi, aforamiento, o emplazamiento, se le deue, sino por libre volũtad voluntad del vasallo, o emphiteota, que se lo da, o paga, sabiendo, que no es obligado a ello. La segunda, que aq̃lla aquella heredad no tenga mejorias hechas, por el vasallo, o forero, segun Syl. g Sylu. verbo. Feudũ Feudum. q. 30. Lo qual es verdad, quanto a la parte de los fructos, que se re ciben de las mejorias: y no quāto quanto a los otros, que se recibieran sin ellas. La tercera, que aquel, que tiene el se ñorio vtil, lo aya auido libremente: porque si lo compro al que tiene el se ñorio directo, o le pago quātidad quantidad de dinero de entrada, por se lo dar en feudo, em phiteosi, o emplazamiento, no puede el se ñor ganar los frutos, sin los descontar en su recibo: alomenos, quando la pẽsion pension, o seruicio es muy desproporcionado para con los frutos: y mucho menos q̃ que ellos, segun la comun a Quā Quam sequun tur. Ange. verb. Feudum. §. 33. Sylue. eo. §. 10. Maior. 4. d. 15. q. 31.: Pero podra retener tāto tanto mas de los frutos, quanto menos el se ñor vtil dio al directo, de lo que valia la here dad vendiendose b Arg. l. Qu æ de tota. ff. de rei vẽdi vendi. &amp;. c. Pasto ralis. §."
azp1556_ch17_444,"Item cũ cum totum. de offic. de lega.,"
azp1556_ch17_445,"¶ Si † presto trigo, o alguna cosa de las que por peso, cuenta, o me dida se dan: con condicion, que se le torne otra del mesmo genero de ay a cierto tiẽpo tiempo, en el qual verisimilmente se cree, que ha de va ler mas, y no la auia de guardar hasta entonces, vsura. M. con obli gacion de restituyr c c. In ciuitate. c. Nauiganti. ff. de vsur.: porque gano algo por prestar: Mas no, si ve risimilmente dudaua, si en aquel tiempo valdria mas, o menos. Ni tampoco, si la auia de guardar hasta entonces, y no quita la liber tad al deudor de se librar dentro del termino d Ang. verbo."
azp1556_ch17_446,Vsura. 1. §. 36..
azp1556_ch17_447,"¶ Si † presto alguna delas dichas cosas con pacto, que muela en su molino, o compre en su tienda, o venga a su escuela, o trabaje en su heredad, vsura. M. segun la mente de Panor. e In. cap. fina. de vsur. y ha le de soltar su o bligacion, y satisfazerle por ella a juyzio de buen varon f Caiet. in sum ma. verb. Vsura exterior. casu. 8: aunque Syluestro g verb. Vsura. 1. q. 7. diga que a los pobres. Y esto es verdad, puesto q̃ que el que recibe prestado, en ninguna cosa sea agrauado, sino en quedar o bligado a yr alla: ni al que le presto, ningun prouecho se acrecen to mas de que el otro esta obligado a venir a su molino, o tienda, que quier que digan Angelo, Rosella, y Adriano h In. 4. đ de restit. colu. 32. Gabr. 4. d. 15. q. 11. art. 3. in princi. Maior. in. 4. d. 15. q. 25. arg. 3.. Porque aquella obligacion de yr a moler, o trabajar a tal lugar, es ganācia ganancia estima ble a dinero: Y por esto, aun que no sea obligado a restituyr nada del precio, o prouecho justo, que tomo por aquella yda: pero si, a soltarle aquella obligacion para el tiempo venidero, y restituyrle por el passado, lo que (a juyzio de buen varon) paresciere."
azp1556_ch17_448,"Lo mes mo † se ha de dezir del que presta a alguno con pacto, que le ven da su pan, vino, o lana por justo precio. Aun que no es vsura dar dinero, o otra cosa, porque muela en su molino, o compre de su bo tica, o tienda sin pacto o obligaciō obligacion, de q̃ que aquello haga. Porq̃ Porque en este caso ninguna ganancia nace, de solo el prestar expresso, o tacito i Syl. verb. Vsus ra. 1. q. 7.."
azp1556_ch17_449,"¶ Si a alguno que yua a Flandes o a otra parte, presto con pacto, de que le diesse vn tāto tanto por le assegurar el dinero, que le prestaua. M. k c. Nauigāti Nauiganti. de vsuris. Porque por le prestar, gano la obligacion de lo assegurar cō con el por vn tanto, segun la mẽte mente de la Comun l In. d. c. Nauis ganti.: Pero no, si libremen te le presto sin obligarlo a hazer el tal seguro con el, y despues se concertaron, que el prestador se lo assegurasse todo, o parte por vn tanto, porque no gano aquello por prestar, sino por assegurar lo que (sin obligar a mas al deudor) presto a Caie. in sum ma. verb. Vsura exterior cas. 12. &amp; Maior. in. 4. d. 15. q. 24. arg. 3. Anto. 2. part. tit. 1. c. 6. §. 46. Quod postea dilig ẽter diligenter Didacꝰ Didacus à Leyua. lib. 3. Variarũ Variarum Res. c. 2. tractauit.. Y los tales contratos de assegurar, son licitos, y prouechosos, a los hombres, segun Sant Antonino recebido."
azp1556_ch17_450,"¶ Si † presto algo con pacto, que si muriesse dentro de cierto tiem po, el que recibio, quedasse libre: y si viuiesse, le tornasse el doblo, vsura. M. Porque por prestar gano aquella obligacion de paga, aun que dudosa b Sylue. verb. Vsura. 1. q. 36.. Puesto que enel concierto de que vno de a o tro algo dado para luego, y no prestado sin enga ño, para que el o tro (si viuiere hasta tal tiempo) le de doblado (cessante fraude,) no parece vsurario: porque no es cōtrato contrato de emprestido. Ca es de los que no tienen nombre, y se reduze al de doyte, porque me des c l. Naturalis. ff. de p̃scr praescr. verb.. Y porque no se gana por razon de prestar, sino por cierto aconteci miento dudoso, y como de apuesta."
azp1556_ch17_451,"¶ Si presto a algun se ñor, porque le diesse algun officio de ganācia ganancia estimable, vsura. M. aũque aunque no es obligado a restituyr lo que gano con el tal officio. Ni tampoco es pecado, si presto principalmente por ganar amistad con esperan ça segundaria, y menos principal, deque le daria el officio, segun S. Thomas d 2. Sec. q. 78. art. 2. ad. 2. &amp; ad 3."
azp1556_ch17_452,Gab. 4. d. 15. qu ęst. 11. art. 3. dub. 8..
azp1556_ch17_453,"¶ Si † presto a alguno con condicion, que lo ayude, ruegue por el, ense ñe, escriua, o haga otra cosa semejante, que sea estimable a di nero, vsura. M. Mas si aquel aquien empresto, ruega por el, o lo sirue, ense ña. &amp;c. no por lo que le presto, mas por vna beneuolen cia, y amistad, que del prestar nacio, no es vsura, ni es ilicito espe rat tales cosas, y recebirlas e Tho. 2. Sec. q. 78. arti. 2. in corp. q. &amp; ad. 3. &amp; glossa. 2. vbi Pan. &amp; alij. cap. Consuluit. de vsur.."
azp1556_ch17_454,"* Y lo mesmo se ha de dezir del, que presta al medico, con pacto que lo cure, hora aya otro medico que lo pueda curar, hora no, que quier, que distingua Medina f In. C."
azp1556_ch17_455,De re stitu. fol. 147. *.
azp1556_ch17_456,"¶ Si presto a otro con pacto, que sea obligado a le prestar otro dia otro tanto, vsura. M. segun vna glossa singular g Qu æ est. 2. c. 1. 14. q. 3.."
azp1556_ch17_457,"Sino quādo quando * (que quier que diga Adriano h In. 4. de rest. *) no lo obliga a mas de aqllo aquello, a q̃ que por derecho natural queda obligado a ser grato al que le haze bien, se gun otra glossa i s. 1. pr ædic. c.."
azp1556_ch17_458,"¶ Si † presto trigo viejo, o anejo con pacto de que le tornasse otro tanto del nueuo, sabiendo que el nueuo seria mejor, y valdria mas que el suyo vale al tiempo que lo presto, y aun al de la paga, vsu ra. M. con obligacion de restituyr, por lo suso dicho, y lo que di ze Syluestro k Verb. Vsura. 1. q. 17.: mayormente si le quita la libertad de le pagar, quan do quisiere, y le pone obligacion de le boluer nueuo. Aun que no, si le presta principalmente, porque no se pierda lo suyo, y vale, o valdra tanto, o mas su viejo al tiempo que lo da, o tornara la paga, quanto el nueuo, quando se le boluiere: o porque ay mas falta de aquel grano, quādo quando selo da: o porque es mas seco, que el que le ha de boluer, y por tanto cabe mas del enla medida, q̃ que del otro, o por que en su substācia substancia es mejor. Ni aun seria pecado hazer concier to, que le boluiesse mas grano del que da: con tanto, que verisimil mente no valiesse mas lo que le ouierẽ ouieren de dar al nueuo, que vale lo que el da quando lo presta, o quando lo ouiera de vender. Porque no gana en esto nada el que presta por prestar, ni pierde el que re cibe, segun la mente Comũ Comun a In. c. Nauigā ti Nauiganti. &amp;. c. In ciuita te. de vsur., aunque el q̃ que presta, euita el da ño que le podia venir. Lo qual bien puede pretender, sin da ño del q̃ que lo to ma, como lo apunto bien Syl. b Verb. Vsur. 1. q. 15."
azp1556_ch17_459,"† Ca tāpoco tampoco es vsura prestar en tiẽ po tiempo de carestia pan apreciado por el precio, q̃ que entonces vale, con pa cto que al tiẽpo tiempo de la paga, le pague en pan, al precio q̃ que entōces entonces va liere: antes es buena obra. Porq̃ Porque en effecto es venderselo, y darle di lacion de la paga, con pacto de que le pague en pan, segun la mẽte mente de todos c In d. c. In ci uitate. &amp;. c. fin. de vsur. Anton. 8. part. ti. 1. c. 7. §. 13., si por leyes justas del Reyno no estuuiesse vedada la cō pra compra de aquel grano ante mano, como lo esta por las de Castilla la del trigo, para reuenderlo,"
azp1556_ch17_460,"* y aun para su casa, sino al precio, que veynte dias antes y veynte despues del dia de. S. Maria de Septiẽ bre Septiembre, comunmẽte comunmente valiere en la cabe ça del lugar dōde donde se compro d l. 13. &amp;. l. 14. in legibus Ma dritijs, anno. 1528."
azp1556_ch17_461,*.
azp1556_ch17_462,"¶ Si lo que le deuen, no quiso recibir hasta el tiẽpo tiempo, que mas valies se, no siendo obligado el otro a lo guardar hasta entonces, vsura. M. porque quiere ganar la costa, que haria en lo guardar, y librar se del peligro de lo perder. Tābien Tambien es vsura prestar a otro con con dicion e Anton. vbi supra., q̃ que se lo torne a tal tiẽpo tiempo, y no ātes antes: o lo pague en otro lugar fuera del, en que por derecho deuia. Porq̃ Porque gana aq̃lla aquella obligacion, que es estimable por dinero, fuera de lo que le presta."
azp1556_ch17_463,"* No es em pero vsura ni pecado no pedir el pan que se deue, hasta el a ño o tiẽ po tiempo, que vala mas caro, si directa o indirectamente no se estorua al deudor, que pague, como (a nuestro parecer) estorua el rico, que te miendo que el pobre le pague por el Agosto de vn a ño fertil, se le adelanta a dezir, que se aproueche de aquel pan, y no tenga empa cho ni verguen ça por no le pagar. En Portugal (para quitar estas malicias) se proueyo, que quien el pan prestado no lo pidiesse an tes de. S."
azp1556_ch17_464,"Maria de Agosto, no lo pudiesse pedir hasta el otro a ño."
azp1556_ch17_465,"¶ Si † presto moneda de plata, con pacto q̃ que se pagasse en oro, vsura. M. f Hostiens. in summa. đ de vsur. §. An aliquo. sub finem. aunq̃ aunque bien puede vẽder vender moneda de plata por la de oro, y mo neda de oro por la de plata. Y aun recibir alguna ganācia ganancia modera da g Caieta. in sũ ma summa. verb. Vsura. not. 2. casu. 3., porque no lo gana por prestarlo. Tambien puede lleuar ga n ācia gana ncia moderada del dinero, q̃ que presta para lo empe ñar, o para apa rato exterior, de quien se quiere mostrar rico, a fin de se casar me jor, o por otro semejāte semejante respecto: por q̃ que esto mas es alquilar, q̃ que pre star a In. 4. d. 15., segun Scoto recebido b Arg. l. 3. §. fi. &amp;. l. seq. ff. Com modat.."
azp1556_ch17_466,* Delos cambios empero mas largo se dira abaxo c In repet. pr æ dict. c. 1. 14. q. 3.
azp1556_ch17_467,*.
azp1556_ch17_468,"¶ Si en el tiempo de la cosecha, cōpro compro pan, o vino, cō con pacto de q̃ que el vendedor se le entregue en otro tiẽpo tiempo, en que prouablem ẽte prouablemente se presume, que ha de valer mas, puesto q̃ que algunas (aun q̃ que raras) vezes valga menos, vsura. M. d Hosti. cōiter comuniter receptus in sum ma. de vsur. §. An aliquo. ver sic. Quid ergo. &amp; in. c. fi. eo. ti. Porque en effecto es prestar, y con ello ganar la obligacion de la guarda, y de la seguridad del pe ligro. Lo qual (a nr̃ nuestro parecer) se ha de limitar, que no proceda en el cōprador comprador, que no queria cōprar comprar hasta entōces entonces, y por hazer plazer al vendedor se lo cōpro compro e Arg. c. fin. de vsur.. Ni quando el cōprador comprador dio algo mas de lo que valia al vẽdedor vendedor por la guarda: porque esto en effecto es cō prar comprar, y alquilar, o assegurar, que es licito por lo suso dicho f Supra eod. c. nume. 121.."
azp1556_ch17_469,"¶ Si † cōpro compro pan, vino, azeyte de alguna heredad, vi ña, o oliuar, an tes que madurassen, por menos de lo q̃ que verisimilmẽte verisimilmente se esperaua, que auian de valer en el tiempo de la cosecha, por pagar el precio adelātado adelantado, vsura. M. g Pan. in. c. Nauig āti Nauiganti. n. 6. ꝑ per ill ũ illum text. de vsur. con obligacion de restituyr. Mas no, si los cō prasse comprasse por precio honesto, diminuyendo lo razonable por el peli gro, a que tales cosas son subjetas h l. Fistulas. §. Frumenta. ff. de cōtrah ẽ contrahen. empt., y no por adelātar adelantar la paga: ni ay differencia q̃ que se cōpre compre determinadamente el pan de tal cāpo campo, o el vi no de tal vi ña, o con facultad de escoger lo de vn cāpo campo, o vna vi ña q̃ que quisiere: cō con tāto tanto q̃ que pague mas lo razonable por aq̃lla aquella facultad de escoger: y assi se ha de entẽder entender lo q̃ que en esto escriuẽ escriuen Gabriel i In. 4. d. 15. q. 11. art. 1. k., y otros."
azp1556_ch17_470,"¶ Si presto algũ algun dinero de cōtado contado, cō con pacto que le tomasse otro tā to tanto tābien tambien prestado en mercaderia cōprada comprada de pa ños, o otras cosas o en sus deudores: los quales el otro no tomara, sino por amor de los que le da de contado, vsura k Angel. verb. Vsura. 1. §. 6.. M. porque es ganar por prestar."
azp1556_ch17_471,"¶ Si † cōpro compro algũa alguna cosa por menos del justo precio por la pagar an te mano, o la vẽdio vendio por mas delo q̃ que valia por la dar fiada, es vsura. M. l c. Ad nr̃am nostram. de empt. &amp;. d. c. In ciuitate. &amp; c. fi. de vsur. cō con obligaciō obligacion de restituyr: pero no, si se dio el justo precio: aunq̃ aunque fuesse riguroso, o muy baxo: como si vna pie ça đ de pa ño vale. x. duca dos, segũ segun el justo p̃cio precio muy baxo, y. xj. segũ segun el mediano, y. xij. segun el justo riguroso: y al q̃ que luego le paga el dinero enla mano le da por diez, o por onze: y al q̃ que no le paga luego, por. xij. Mas si por antici par la paga da menos del justo p̃cio precio muy baxo: como si diesse nue ue, o por dilatar, toma mas del riguroso. s. xiij. o mas, seria vsura. Y assi se hā han de cōcertar concertar los textos m s. pr ædicta tria. c. &amp;. l. 2. C. de rescin. vẽdi vendi. &amp;. c. Cũ Cum causa. &amp;. c. Cũ Cum dilecti. de emp. &amp;. c. Cũ Cum causa. de testi., y doctores n Bal. in d. l. 2. col. pe. &amp; ita. d. c. Cũ Cum cau. đ de test. cui Sali. cōtradi xit contradixit in. d. l. 2. &amp; Feli. in d. c. Cũ Cum causa. de testi. quos alios cōci liat conciliat ꝑ per hoc Anto. Burg. in. d. c. Cum causa. col. 4. de empt. , q̃ que enesto hablan, co mo se dira adelāte adelante o In. c. 23. de fraude filia auariti æ.."
azp1556_ch17_472,"¶ Desto se sigue, q̃ que no peca el q̃ que no halla quiẽ quien le le cōpre compre su mercaderia de cōtado contado, y por esto la vẽde vende fiada por p̃cio precio justo, baxo, mediano, o riguroso, y gana lo honesto por su tra bajo, y industria, y que el cap. In ciuitate. &amp; cap. final. a De vsuris. se entienden del que por razon de la dilacion, toma ganancia immoderada, segun S. Bernardino b In suis ser monibus.."
azp1556_ch17_473,"* Es empero de notar, que se enga ñan al gunos pensando, que venden su mercaderia por justo precio, to das las vezes, que no la venden por mas de lo que les costo, cōtan do contando sus gastos, y la ganancia moderada, como lo apũto apunto bien Soto c Libr. 6. q. 3. de iust. &amp; iur.. Porque puede ser que su gasto fue desmesurado: o que se enga ño en cōprar comprar mas caro: o que por la abundācia abundancia de semejantes merca derias, que han concurrido, aya baxado su precio. Porẽde Porende alguna vez aura de vender lo que compro por menos delo q̃ que le costo, aun que lo venda fiado, si lo quiere vender entonces, y otras vezes po dra venderlo con mayor ganancia, delo que suele, aun al contado, porque gasto poco, o acerto de comprar en tiẽpo tiempo, que barato mu cho aquella merca deria do la compro, y no do la traxo, antes en carecio por su falta d Arg. not. in. l. Pretia rerũ rerum. ff. ad. l. falci. &amp; ꝑ per Caiet. 2."
azp1556_ch17_474,Sec. q. 77. art. 1. *.
azp1556_ch17_475,"¶ Si † compro ganados, o heredades a quien no las tenia, y fingia tenerlas, sabiẽdo sabiendo que no las tenia, y luego las torno a alquilar por cierta pension. vsura. M. con obligacion de restituyr la pensiō pension, que le lleuo de cosa, que no es e Arg. l. 1. &amp; to tius tit. ff. de cō dict condict. sine caus.. Y aun si prouablemente dudaua, si el vendedor las tenia, o no, y sin informarse medianamente de la ver dad las compro, porque se puso en peligro de pecar. M. f Arg. c. Si ꝗs quis autẽ autem. de p œnit. d. 7. &amp; Eccle. 3.. Mas si cō con razon creya que las tenia, y las compro con buena fe, y las torno luego a alquilar por pension moderada, no peco ni despues, q̃ que su po la verdad, es obligado comunmente a le restituyr lo que della gasto durante su buena fe: aun que si, lo que aun no gasto, y lo en que se halla mas rico, si quando las compro, no tenia voluntad de comprar a otro, y compro a aquel, porque se le offrecio con la ven za. Ca si tenia proposito de comprar a el, o a otro, y (por se offrecer el) dexo de comprar a otro, no es obligado a le restituyr, antes lo puede tomar por su interesse, por lo suso dicho g Supra eod. c. n. 211. Ange. verb. Vsura. 1. §. 71. Syluest. Vsura. 2. qu ęst. 6."
azp1556_ch17_476,Maior. 4. dis. 15. q. 46. col. 4..
azp1556_ch17_477,"¶ Si † compro vna heredad, que vale mil, por quinientos, o seys ciẽ tos cientos, o pocos mas, y la torna a alquilar al vẽdedor vendedor por ciertos a ños, o la da a emphyteosim, vsura. M, con obligacion de restituyr. Por que la intencion principal del que compra, no es comprar, y del que la vende vender, sino paliar la vsura. Mas si el precio es confor me a la cosa comprada, y la pension justa, no peca h Bernardi. de Bust. sermone. 26.."
azp1556_ch17_478,"¶ Si era obligado a pagar a otro cierta suma. s. cien ducados al cabo de vn a ño, y le pago luego al principio algo menos. s. ochen ta por le anticipar la paga, vsura. M. con obligacion de restituyr i Gabr. in. 4. d. 15. q. 11. art. 3. dub. 4. D. D. Caieta. in sum ma. verbo. Vsu. ra. not. 2. &amp; Lati ꝰ Latius Anto. 2. par. titu. 1. c. 8. §. 3. &amp;. 4.. Lo mesmo es, si cōpro compro deuda liquida de mayor quātidad quantidad, por me nor. Mas no, si la deuda no era liquida, o por la demādar demandar temia pe ligro, o trabajo. Ca segun la qualidad del peligro, y trabajo, puede dar menos. Ni tāpoco tampoco si tenia aq̃lla aquella suma menor para tratar con ella, y verisimilmente ouiera ganado aquello menos, que le paga, alomenos, quādo quando ello se hizo por importunidad del vendedor a Medina. ĩ in. C. de restit. de rebꝰ rebus resti. q. 38. in. fi.."
azp1556_ch17_479,"A nosotros † empero nos parece bien lo que a Caiet. b verb. Vsura. sub finẽ finem, &amp; ante illũ illum &amp; alios Innoc ẽ Innocen. cui nemo ibi contradicit. in. c. In ciuita te. de vsur. pro quibus est. l. Mi nus est habe re actionẽ actionem quā quam rem. ff. de regu. iur. &amp; multa, q̃ que adducit Decius ĩ in reg. Qui actio nem. ff. eod. parecio. s. que las pagas, que llamā llaman verdes, y q̃ que no se han de pagar hasta vno, dos, tres, o mas a ños, justamẽte justamente las puede comprar por menos. Porque esto no es prestar, sino cōprar comprar: y no comprar los dineros, que le hā han de pagar, sino el derecho de los cobrar daqui a vn a ño. Y este dere cho por ser inutil dẽtro dentro de vn a ño, vale menos, que si dende luego fuesse vtil. Y siẽdo siendo esto verdad (como lo es) difficilmẽte difficilmente se puede te ner lo que el mesmo tiene antes c In. d. not. 2., y al comien ço desta pregunta se ha dicho. s. que quien deue cien ducados para el cabo del a ño, no puede comprar la remission dellos por menos de ciẽto ciento al comiẽ ço comienço del: y ansi tenemos, que es licito, quādo quando (cessando toda fraude por esta razō razon de valer menos, se da menos, y no por sola la anticipaciō anticipacion de la paga."
azp1556_ch17_480,"* Aunq̃ Aunque S. Tho. d Ad lectorem Florent. relatus &amp; probatus ab Anto. 2. par. ti. 1. cap. 8. §. 4. &amp; latè. Ang. verb. Vsura. 1. §. 64. &amp; Latius Sylue. verb. Vsura. 2. q. 14. S. Anto. Ange. Syl. Soto: y otros (cuya opinion no me puede persuadir) tienẽ tienen que nadie puede comprar estas actiones o pagas verdes, por menos delo que por ellas se ha de cobrar: sino quādo quando probablemente se esperan gastos, trabajos, o peligros en la espera y cobran ça dello: aunque es buen consejo guardar se dello, si no es por charidad"
azp1556_ch17_481,*.
azp1556_ch17_482,"¶ Si recibio cien ducados prestados, por ciẽto ciento y diez de vno: y roga do por otro se los presto por otros ciento y diez, por solo respecto de selos prestar, vsura. M. e Maior in. 4. d. 15. q. 29. arg. 7. Mas no, si los diez quiso para librarse del da ño, que recibiera en pagar los diez, sin se aprouechar de los ciento: porque no los toma por prestar, sino por su interesse."
azp1556_ch17_483,"¶ Si compro † algun censo perpetuo, con facultad, que el vende dor lo pudiesse redemir: o sin ella, sin las condiciones deuidas. M. y aun que enlas otras ediciones diximos aqui quales erā eran: pero por que agora nos ocurrio mucho que a ñadir algo de entōces entonces, lo qual no puede caber aqui, sin descōcertar desconcertar los numeros antiguos, reme timos lo a la dicha repeticion f Cap. 1. 14. q. 3. qu ę post hoc Manuale, &amp; cũ cum eo in fine impri mitur.: adonde muchas otras cosas desta materia remetimos arriba g Supra eod. c. nu. 206. ."
azp1556_ch17_484,"Donde † concluymos. Lo primero, q̃ que aunque antiguamẽte antiguamente se dudo, si era licito comprar censos de dine ro: pero ya por sin duda se tiene ser licito cōprat comprat los q̃ que antes de la vẽta venta estauā estauan cōstituydos constituydos. Lo segũdo segundo, q̃ que aunq̃ aunque mas duda ouo de la cō pra compra delos cẽsos censos nueuos, q̃ que por la mesma vẽta venta se cōstituy ẽ constituyen: pero q̃ que ya tābien tambien se tiene por licita, siẽdo siendo ellos perpetuos. Lo tercero, q̃ que tābien tambien se tiene por cierto, ser licita la compra del censo por vida del que lo compra, o por vida del que lo vende, o para tantos, o tan tos a ños: con tanto que el precio sea justo, aun que ya esto algu na mas semejan ça tiene de vsura."
azp1556_ch17_485,"Lo quarto, † que tambien es licita la compra del censo al quitar, quando se haze con las con diciones ay espressadas."
azp1556_ch17_486,"Lo quinto, † que se deue tener, que las compras de los censos al quitar hechas sin todas las dichas condi ciones son ilicitas, y se deuen presumir vsurarias."
azp1556_ch17_487,"Lo sexto, † que no es licito assentar cẽso censo sobre persona libre: como tampoco lo es assentar derecho de prẽda prenda: y en caso, que fuesse licito para el fuero de la consciencia, pero que en el esterior se deue presumir vsura ria, por muchas razones y authores, que para ello alli alegamos."
azp1556_ch17_488,"¶ Si presto † con pacto de que el que tomaua, diesse algo mas de lo prestado a otro. s. a sus padres, parientes, o pobres, vsura. M. Por que no es licito dar a vsura, aun para redemir captiuos a c. Suꝑ Super eo. de vsur.: puesto que no es vsura, prestar a otro con pacto, o intẽcion intencion principal, que le perdone la injuria: no por la razon, que comunmẽte comunmente dan. S. An tonino, y Syluestro b Verb. Vsura. 1. q. 11.. s. que es licito a cada vno redemir su vexa cion c c. Dilectꝰ Dilectus. 2. de simo.: porque aquello se entiende de la vexacion injusta: y la vexa cion del con que el injuriado vexa al injuriador en juyzio por su injuria, no es injusta, antes la puede hazer con sancta consciencia, segũ segun la glossa singular recebida d c. Si quis cō tristat ꝰ contristatus. 90. dist.. Pero parece verdad, por esta nue ua razon. s que el injuriador no deue en consciencia la pena que el injuriado pide: aunque si, la restitucion de la honrra que le quito: y por tanto, aun que por el prestar con pacto, que se le perdone la injuria, se libra del da ño, que justamẽte justamente se le podra hazer, pero ello es sin da ño ageno, que es licito pretender al que presta, como arri ba se dixo. De dōde donde, se sigue, que prestar al injuriado, para que me perdone, no solamente la action, que tiene para me pedir la pena, pero tambien la de pedirme el da ño que le hize, y soy obligado a restituyr en consciẽcia consciencia, es vsura."
azp1556_ch17_489,"Tāpoco Tampoco † es vsura, ni pecado, que vno que quiere cōprar comprar licitamente vna cosa, que cada a ño da diez ducados de renta, y a ruego de su amigo la dexo de comprar por le prestar el dinero, con que la auia de comprar: con pacto, que le de cada a ño los dichos diez ducados: con tanto, que descuente las costas, el trabajo, y el peligro, si algo ouiera de passar e Sylue. vbi su pra. q. 22., como mas largo lo dezimos en otra parte f In repetit. c. 1. 14. q. 3. qu æ in calce huius Manualis im primitur.. Tāpoco Tampoco es vsura, ni pecado, que quien tiene mucha necessidad de alguna cosa suya, importu nado por otro, que se la venda, por tanto mas sela vende ( allẽde allende del justo precio) quanto es el da ño, que recibe en venderla: o por tan to mas, quanto merece la afficion de que mas la queria tener, que su precio justo. Aun que por solo tener mucha necessidad el cōpra dor comprador, no se la ha de vender mas caro de lo q̃ que vale, segun. S. Thom. a 2. Sec. q. 77. arti. 1. y Sco. b in. 4. d. 15. comunmẽte comunmente recebidos. Puesto q̃ que quien la compra, si con ella gana, o se ayuda mucho, deue (no de necessidad, pero de honesti dad) dar algo mas del justo precio al vendedor, segun los mesmos."
azp1556_ch17_490,"Tāpoco Tampoco † es vsura, ni otro pecado, comprar algo por menos delo que vale, quando al vendedor le conuiene mucho venderla, y al cō prador comprador poco cōprarla comprarla, y la cōpra compra por piedad: como si cōpra compra al po bre su seruicio por sola la costa, que le da, porq̃ porque no perezca de ham bre c Sylue. verb. emptio. q. 7.. Tāpoco Tampoco es vsura, ni pecado cōprar comprar vna heredad con pacto, q̃ que el vendedor goze delos fructos della en su vida, o en tantos a ños por menos de lo q̃ que le cōprara comprara, si luego ouiera de recebir los fructos della d Maior in. 4. d. 15. q. 40. arg. 7.. Tāpoco Tampoco es vsura ni pecado, que quien vendio fiado al q̃ que co noce, q̃ que no le pagara sin pleyto, y por ello se lo vende tāto tanto mas del justo precio, quāto quanto verisimilmẽte verisimilmente le parece, q̃ que perdera por no le pa gar en el tiẽpo tiempo deuido, y gastara enel pleyto: con tāto tanto, q̃ que no incurra en infamia de vsurario, ni por ello se escādalize escandalize el proximo, y tẽga tenga proposito de dexar al deudor (si le pagare en el tiẽpo tiempo assentado) to do lo q̃ que le cargo de mas, por razon de interesse, segun los Parisien. e Maior. vbi su pra."
