azp1552_ch17_0,"<root><div type=""chapter""><p>"
azp1552_ch17_11,"¶ Quem ha de re ſtituyr. QE ſta difini ç ão ⁊ ſua declara ç ão ſe pode col ligir, quem, que, a quem, onde, como, ⁊ porq̃ porque ord ẽ, ⁊ quando ſe ha de fa ʒer a re ſtitui ç ão, ⁊ q̃ que he o que e ſcu ſa di ſ ſo: o qual todo tratou larga ⁊gra uem ẽte. S. Anton. de ſpoys ⁊ antes de outros. 2. par. ti. 2. c. 2. &amp; ſep t ẽ ſequ ẽt. Collige poys. Ho primeyro. ſ. quẽ quem he obrigado a re ſtituyr. Porque della ſe collige hũa huma regra que todolos antigos doutores ſentir ã, c õu ẽ a ſaber q̃ aquelles ſam obrigados a re ſtituir, que tẽ tem alg ũa cou ſa alhea ou ſua valia, ou a deue por contrato ou qua ſi contracto, por ordenã ça ordenança, ou ley ju ſta q̃ que obrigue a con ſciencia, por ſenten ça ju ſta, ou por vltima võtade vontade, por delicto, ou qua ſi delicto. Por que todos e ſtes tem ho alheo, deu ẽ, ou hũ hum feyto d ãno em pe ſ ſoa, honrra, fama ou faʒ ẽda fazenda. Esta re gra breue, crara ⁊ re ſolutamente comprende a q̃ las vinte m ãos. ſ. feneratoria, raptoria. ⁊c. q̃ que pos S. Anton. 3. part. ti. 2. c. 1. §. 2. ⁊ os. xvij. ditos que tocou Sylue ſt. verb. re ſti tutio. 2. E as duas regras, ou fundamentos de Caiet. ĩ ſ ũa. verb. re ſtitutio. &amp;. 2. S æc. q. 62. muy recebidas ⁊ fundadas acerca do tomar ⁊ re ter inju ſtamente cou ſa alhea: ⁊ a terceira q̃ que ſe c õ p õe dellas: ⁊ ainda a quarta daquelle q̃ que j̈u ſtam ẽ te toma, que fica fora dellas: e ſta inclue tãb ẽ tambem em ſi o que Caietano quis incluyr por ſeus vocabu los e ſcuros ⁊ pouco aco ſtumados de acepta ç ã inju ſta, propria ⁊ impropria."
azp1552_ch17_12,"† Di ſ ſemos (que tẽ tem alg ũa cou ſa alhea ou ſua valia) polo q̃ que acima ſe tocou Supra eo. c. ĩ declar. difiniti. n. 11. &amp; ex ti. đ rei vendi. colligi po ſ ſunt. . Acrecentamos (ou a deuẽ por contrato) polas diuidas de vendas, trocos, empre ſtemos de dar ⁊ tomar por aluguer, ⁊ doutros pactos ⁊ concertos, voluntariamente feytos, Per ti. đ pa ctis. tr ã ſac. ff. &amp;. C. Ex toto. 4. C. &amp; ex toto 2. ꝑ. ff. ve ter. &amp; tit. de verb. o blig. Di ſ ſemos (qua ſi c õtrato) polas diuidas que ho titor deue ao pupillo, ou ho pupillo ao titor, por re ʒ ão da ti toria, ou ho herdeyro ao legatorio, ou ho feytor dos negocios do que e ſtaa ab ſente, ſem ſeu man dado ao ab ſente, ou ho ab ſente a elle In ſtit. de o bli. qu æ ex qua ſi con tr. na ſc. §. 1 &amp; .§. Tuto res. &amp; .§. It ẽ ſi. &amp; .§. H æres. . Di ſ ſemos (por ley ou ordenan ça ju ſta q̃ que obriga em con ſci ẽ cia ou vltima vontade) polo que ſe deue abinte ſtado, ou por te ſtamento ou ley ff. &amp;. C. de legit. &amp; h æ red. &amp; te ſtam. &amp; le gat. &amp; fid. c õmi ſs. &amp; a liis tit. . Acrecentamos (por ſenten ça ju ſta) polas penas que ho juy ʒ por ſent ẽ ça ju ſta manda pagar. 2. S æ. q. author=""bragagnolo"" timestamp=""20190408T194547+0200"" comment=""not clear!!!!""63 art. 3."
azp1552_ch17_13,"† Di ſ ſemos (por de licto) polo que ſe deue polos delictos q̃ que d ãnam ho bẽ bem alheo dalma c. deterio res. 6. q. 1. &amp; tot ũ tit. ff. &amp;. C. de ſeru. cor rupt. . como ſam as virtudes. Do corpo, como ſam os homicidios, cortamento de m ẽbros, ou feridas Tit. de ho mic. &amp; ad l. Cornel. đ ſicar. . Do ſe ñorio, fama ou ami ʒa des, como ſam defama ç ões, injurias, murmura ç ões, ou mexericos. Da fa ʒenda, como ſam fur tos, roubos ⁊ outras for ças ab ſolutas, que ſam contra todo con ſentimento do for çado. C. &amp;. ff. de furt. vi. bo no. rapt. vnde de vi. quod vi. Aut cl ã Ou c õ dicionaes, que ſe fa ʒem com ſua võtade vontade, for çada por temores. Ho qual heverdade ſeg ũdo segundo todos, quando ho temor que inju ſtamente ſe p õe he t ã grande, que pode cair em con ſtante ⁊ prudente var ão, ainda que por ſua culpa caya nell Text. ſi ag. l. Si mulier ff. quod me t ꝰ. cui ſimi lis. c. Veni ens. de ſp õ ſa. : mas n ão q̃ndo inju ſtam ẽte ſe lhe p õe, ou polo juy ʒ l. 3. ff. quod met ꝰ can ſ. , ou por outro que com dereito lhe podia fa ʒer ho d ãno que temia l. Nectimo r ẽ. ff. eod. . Nem ainda quando inju ſtam ẽ te ſe p õe, ſe n ão he tal, que pode cayr em c õ ſt ãte ⁊ prudente var ão, quanto ao juy ʒo exterior: ſeg ũ do ho qual igual cou ſa he hũ hum cõ ſentir consentir por ſua v õ tade ⁊ polo tal temor l. Met ũ. 2. ff. q đ met ꝰ. cau ſ. &amp;. c. Abbas. ad. iuncta glo. verb. Coa ctus. de his qu æ vi. : porem quatuo ao juy ʒo da con ſciencia n ão: Antes de cou ſa igual con ſen tir por ſufficiente temor inju ſtam ẽte po ſto, ou po lo in ſuficiente: com tanto q̃ que ſeja verdade di ãre  de deos, que ho tal temor in ſuficiente foy cau ſa di ſ ſo, como ho di ſ ſe bem Adriano in. 4. dere ſti. q. 2. col. : porẽ porem n ão nos parece bem oque acrecentou a i ſ ſo Caiet in ſ ũma. verbo Re ſtitutio .§. Quia vero. . ſ. ſer igual cou ſa quanto ao foro da con ſciencia c õ ſen tir por temor, ou por affagos, ou rogos brandos ⁊ amoro ſos, di ʒendo que n ão menos ſe tira a li berdade bo animo cõ com os taes affagos ou rogos, q̃ com ho temor."
azp1552_ch17_14,"† O qual n ão nos parece ju ſto por ſer cõtra contra ley ex p̃ ſ ſa l. fin. C. Si quis aliq. te ſt. prohib. : ⁊ por ſer cõtra contra. S. Th. ĩ. Sec. q. 6. art. 6. em quanto determina que a payx ão da concupi ſ cencia n ão fa ʒ que alg ũa cou ſa ſe obre contra v õ tade, como a do temor, ⁊ porque ho medo dimi nue ho con ſentimento, ⁊ a concupi ſcencia ⁊ os a fagos ho acrecent ão, como di ſ ſe ho me ſmo. S. Thom. vbi ſupra. E porque he noua doutrina mal funda da em dereyto: ainda q̃ que poderia proceder, quãdo quando os rogos ⁊ afagos, ⁊ palauras brandas encerr ã em ſi ſecretas amea ças ⁊ dure ʒas, como cu ſtum ã tra ʒer os rogos dalg ũs ſenhores, q̃ que dan ão aos q̃ que n ão faʒ ẽ fazem ſua võtade vontade. Dõde Donde ſe ſegue q̃ que as molhe res maas n ão ſam obrigadas a restituyr, o q̃ alc ã ç ã (por ſeus rogos br ãdos) de ſeus amigos, ſem enganos ⁊ m ẽtiras, de quẽ quem ho podia doar: aĩda ainda q̃ que ho contrairo i ẽ Caietano vbi ſupra. ſem texto nem re ʒ ão."
azp1552_ch17_15,"¶ De † tudo i ſto infirimos, q̃ que ainda q̃ que comũm ẽte comunmente ningu ẽ ſe j̈a obrigado a re ſtituyr o q̃ que deue por c õ trato ou q̃ ſi quasi contrato, ſe n ão o que contrahe ou qua ſi contrahe, ⁊ ſeus herdeiros ⁊ fiadores: ain da que outros muytos acon ſelh ẽ ou nelles con ſint ão c. Nullus đ reg. iur. in 6. l. C õ ſilii. ff. eod. Pan. in. c. Nu ꝑ de ſent. ex. . porem a re ſtituyr oque ſe deue, por deli cto ou q̃ ſi quasi delicto, de ʒ maneyras de pe ſ ſoas, ſam obrigados. ſ. ho mal feytor, ⁊ os que con ſent ẽ ni ſ ſo em alg ũa das noue maneyras acima Supra in c. 11. n. 12. decrara das, ⁊ de ſpois Supra in c. 15. &amp;. 16. tocadas. ſ. o q̃ que manda, ac õ ſelha, con ſente, louua, recolhe, participa, cala, nã não e ſtor ua, ou n ão manife ſta. E di ʒemos que todos ⁊ ca da hũ hum de ſtes ſam obrigados a re ſtituyr, nã não ſom ẽ te o que lhes coube, mas ainda tudo aquilo, de que foy cau ſa ſeu con ſentimento: ⁊ n ão mais nẽ nem menos: ainda que lhes n ão coube ſ ſe ſe nã não parte di ſ ſo, ou nada ſeg ũdo segundo ho parecer de. S. Thom. c. S æ. q. 62. art. 7. ⁊ a decrara ç ão de. S. Antoni. 2. part. ti. 2 c. 1. §. 7. &amp; 8. ⁊ acom ũ: porem e ſta deferen ça ha entre elles. ſ. que ho mal fey tor ſempre he obrigado, ⁊ os outros n ão, ſaluo q̃ndo ſeu c õ ſentin. ẽto he cau ſa di ſ ſo."
azp1552_ch17_16,"De manei ra † q̃ que o q̃ que furta, mata, ou daa a on ʒena, ou fa ʒ ou tro ſemelh ãte delicto, hora ho fa ça por ſeu ꝓprio proprio mouimento ⁊ ꝓueyto, hora por cõ ſelho conselho mãdado mandado ⁊ ꝓueito proueito doutr ẽ: obrigado he ſempre a re ſtituyr, por q̃ he cau ſa effici ẽte ⁊ verdadeyra do delicto, ainda q̃ que n ão ſeja ꝑfeita ⁊ enteira. E por c õ ſegui te, a ſ ſi como quẽ quem fere, ou mata ao ꝓximo, por m ã dado doutr ẽ, ꝑa para ſoo, ꝓueito proueito do q̃ que lho mãda manda, he o brigado a ſati ſfa ʒer ao ferido, ou aos herdeiros do morto: A ſ ſi ho criado do õ ʒeneyro, q̃ que por m ã dado  de ſeu ſ ñor, ꝑa para ſoo ꝓueito proueito le, daa dinheiro a õ ʒena, he obrigado a re ſtituyr, como ſingular m ẽte ho di ſ ſe Caiet. In ſua. ver bo. re ſtitu &amp;. 2. S æc. q. 62. art. 7. Qu ãuis Pa lud. c õtro ĩ art."
azp1552_ch17_17,"† N ẽ ho e ſcu ſa di ʒer, q̃ que ſe a q̃lle criado ho nã não de ſ ſe, outro ho daria: Como t ã pouco e ſcu ſa ao q̃ que fere, q̃ que ſe elle ho nã não ferira ou tro ho ouuera ferido. Por q̃ ſe hũ hum ſe ñor di ſ ſe ſ ſe a ſeus criados, q̃ que mata ſ ſem a. N. ⁊ quer ẽdo ⁊ pod ẽ do o matar cada hũ hum, algũs alguns delles ſe adi ã author=""bragagnolo"" timestamp=""20190531T200556+0200"" comment=""changed reason for unclear: not in the fold"" ra ſ ſe ao fa ʒer, nã não ſeria mais e ſcu ſado da re ſtituy ç ã da vi da q̃ que lhe tirou, q̃ que da morte, q̃ que lhe dar ã por ju ſti ça. Os outros ſeys. ſ. o q̃ que manda, ac õ ſelha, cõ ſente consente, recolhe, louua ou participa (ainda q̃ que ſ ẽpre sempre pequ ẽ) n ã ſam porẽ porem obrigados a re ſtituyr, ſaluo q̃ndo ſe ſeguio ho dano, ou ho delicto, ⁊ elles for ã cau ſa di ſ ſo. ſ. q̃ que ſe ſeu cõ ſentim ẽto consentimento nã não interuiera, ho tal d ãno nã não ſe ſeguira. Argu. e. Fi li ꝰ .§. illud. de p œnis. lib. 6. adi ũ cta glo. ver bo ſimpli ci. &amp; doctri na. Ioh. An dr. &amp; alio r ũ. ibi. &amp; in c. 1. de offi. deleg."
azp1552_ch17_18,"† E os outros tres ſ. o que cala, o q̃ que nã não e ſtorua ⁊ o q̃ que nã não manife ſta, aĩda ainda q̃ que pe que, nã não ſam obrigados a re ſtituyr, ſaluo quando por ſeu officio ſam obrigados a e ſtoruar: ainda q̃ que engano ſam ẽte cõ com maa võtade vontade cala ſ ſem, nã não e ſtro ua ſ ſ ẽ, ou nã não manife ſta ſ ſ ẽ, ſegundo acom ũ opini ã, de q̃ ſi quasi todos, como di ſ ſe Adri. in. 4. de ro ſtit. q. 1. ſub finem Syl. verbo. Re ſtitutio. 3. q. 6. d. 3. A ĩda q̃ que o Ango, ſeguindo a Richardo outra cou ſa diga. Por ſeu officio ſ ã obrigados a i ſto os juy ʒes ⁊ ſe ñores q̃ que leu ã ſalario por fa ʒer guardar a ju ſti ça, ⁊ aĩda ainda (a no ſ ſo parecer) os pays, tutores ⁊ curadores, q̃nto aos b ẽs de ſeus filhos, pupillos ou menores Arg. l. Ca non ſolum .§. vbi a ũt &amp; aliis ſeq. C. de bon. qu æ liberis &amp; c. Duo. a 4. q. 3. . Donde ſe ſegue q̃ que quem em capitulo, camara ou outra vniuer ſidade, onde a mayor parte vence l. quod ma ior. ff. ad municip. c. 1. de his qu æ fi ãt a maior. par. : ⁊ onde pubricamente vot ã, ſe conforma cõ com ho pa recer dos mais que votar ã, ainda que peque c õ ſentindo no delicto, ſegundo Innocencio d. c. 1. : porẽ porem n ão he obrigado a re ſtituir ho d ãno que daquele mao parecer ſe ſeguio, porq̃ porque n ão foy cau ſa dele, poys (ainda q̃ que elle ho contradi ſ ſera) ſe fi ʒera, co mo ho di ſ ſe Caietano in ſ ũa. ver bo. Re ſtitu tio. p. 50. ⁊ bẽ bem, pera os ca ſos em q̃ que os que votar ão n ão podem reuocar os votos q̃ que der ão: ⁊ tambẽ tambem pera aquelles, nos quaes o que vota conhece q̃ que por ſeu voto n ão mudara a ma yor parte, o que tem votado. Por ẽ ho contrairo ſeraa no que conhece que por ſua contradi ç ã re uocar ão o que tem dito: porq̃ porque ſe (em lugar de c õ tradi ʒer) cõ ſenti ſ ſe consentisse cõ com elles, ſeu con ſentim ẽto ſe podia di ʒer cau ſa principal di ſ ſo, poys por ſeu of ficio era obrigado ao tal, polo acima dito. Acrecentamos tambẽ tambem que ho confe ſ ſor que por ignorancia cra ſ ſa ou affectada ab ſolue ho penit ẽ te ſem re ſtituyr, ou m ãdarlhe que re ſtituya ( eſt ã estão do elle aparelhado pera i ſ ſo (fica obrigado a re ſtituyr: porque foy cau ſa q̃ que ho d ãnificado n ão ou ue ſ ſe ho ſeu Ro ſell. Re ſtitutio. 2. .§. 5. Ang. eod. vlti. §. 5.. O qual parece verdade no c õfe ſ ſor, que vee ou cree, ou deue crer que ſe lho n ão mandar re ſtituir, ho n ão fara: ⁊ q̃ que mandandolho ho fara. E n ão naquelle q̃ que ſoomente cree q̃ que he o brigado a re ſtituyr, ⁊ n ão lho manda por de ſcuy do: ou porque lhe parece que ho me ſmo penitẽte penitente tera cargo di ſ ſo: por quanto e ſte n ão daa cau ſa delle n ão re ſtituyr."
azp1552_ch17_19,"¶ Acrecentamos tambẽ tambem q̃ que os Pari ſien ſes Maior. in 4. d. 21. q. 3. col. 4. tem por cou ſa dificil que ho c õfe ſ ſor de ſcubra aos herdeyros do penitẽte penitente q̃ que a elle ſe confe ſ ſou, ⁊lhe encarregou que de ſpois de ſua morte lhes manife ſta ſ ſe, q̃ que re ſtitui ſ ſem aquilo em que ficaua obrigado: Por quãto quanto pola tal manife ſta ç ão parece de ſcobrir ho peccado que ho peni tente lhe confe ſ ſara. Nem he de marauilhar q̃ que el les tenh ã i ſto: porque ſegu ẽ a openi ã de Scoto in ead. d. 21. que tem que ho confe ſ ſor n ão pode de ſcobrir a confi ſ ſam do penitente, ainda que ſe j̈a com ſua li cen ça, porẽ porem a nos outros (que ſeguimos ⁊ proua mos In c. Sacer dos. de p œ ni. d. 6. a. n. 116. v ſ  ad n. 128. a openi ão de S. Tho. ⁊ a com ũa) nã não nos parece difficil: poys polo tal cargo ſe daa ex p̃ ſ ſa ou tacitamente licen ça ꝑaho de ſcobrir de ſpois. Arg. l. 2. de iuri ſd. o ĩm ff. &amp; c. Pr æ terea. de of fic. deleg."
azp1552_ch17_20,"¶ Que he o que ſe ha de re ſtituyr. HO. ij. principal que da dita diffini ç ã ſe ſegue he, o que ſe ha de re ſtituyr, porque ſe collige que regularmente ſe ha de re ſtituir ho me ſmo q̃ que ſe deue, q̃ que he a me ſma cou ſa alhea, ſe he po ſ ſiuel, ⁊ ſem que ſeja pior: E quãdo quando ho tal n ão he po ſ ſi uel, deue ſe re ſtituir ſeu verdadeiro valor, ſe ho tem: ⁊ ſe ho n ão tẽ tem, como he avida l. Liber ho mo. ad. l. A quil. c. C õ tingit. de ſent. exe. l. in ſeruor ũ. ff. de pen., ſaude, liber dade, honrra ⁊ fama, ha ſe de re ſtituyr o que hũ hum hom ẽ prudẽte prudente arbitrar Argu. c. de cau ſis. đ of fic. deleg. l. 1. ff. de iure delibe.. Porque i ſto he o que ſe gundo ju ſti ça c õmutatiua ſe deue fa ʒer. l. E ũ a quo. &amp; Auth. Hoc ni ſi. &amp; l. Mani fe ſte. C. de ſoluti. cum eis annot. E ain da quando ſe pode re ſtituyr a me ſma cou ſa, n ão aba ſta re ſtituir outra t ã b õa com ũmente, contra a vontade do ſe ñor proprio, ſe n ão quando por i ſ ſo ſe de ſcobri ſ ſe bo peccador occulto, ou ſe ſegui ſ ſe alg ũ outro grande inc õuent ẽte: polo que abaixo ſe diraa. intra in eo d ẽ. c. E ſe a cau ſa inju ſtamente reteuda, he frutifera, h ã ſe de re ſtituir ao ſe ñor todolos fru ctos ⁊ proueytos c. Grauis. c õ anot. de re ſt. ſpol. l. c ũ p̃tor. ff. de verb. ſi gni. &amp;. 3. q. 1. per tot ũ., que ſam os q̃ que fic ã, tirados os ga ſtos nece ſ ſarios em os acquirir, colher ⁊ con ſeruar l. Fructus. ff. Solut. matri. l. Si a d ñc. §. Fructus. &amp; l. Plane. in fine. ff. de pet. h æred.: mas ſe a cou ſa n ão he fructifera, n ão ſe ha de re ſtituyr o que ſe ganhou com ſeu v ſo ⁊. indu ſtria, do q̃ que a tẽ tem occupada. Donde ſe infire, q̃ que ho on ʒeneyro ⁊ ladr ão nã não ſam obrigados a re ſti tuyr o q̃ que ganhar ão cõ com ho dinheiro recebido por on ʒena, ou furtado, tratando cõ com elle, mas ãtes antes o q̃ o recebe ſ ſe, cometeria on ʒena, c. Pleri  &amp; c. ſi. 11. q. 3. ſeg ũdo segundo Scoto in. 4. d. 15. q. 2. ſaluo quãdo quando ho recebe ſ ſe por ſeu intere ſ ſe, como ho poderia receber o q̃ que tiue ſ ſe ſeu dinheiro j ũto pera pagar a quem deue, ⁊ por outro lho furtar fo ſ ſe con ſtrangido a tomar a on ʒena, ou a v ẽder ſua herdade por menos do q̃ que val: porq̃ porque e ſte ſeria licito tomar do ladr ão. E ainda ho tal ladr ão ſe ria obrigado a lhe re ſtituyr tudo o q̃ que ni ſ ſo ꝑdeo c õ todos os ga ſtos ⁊ danos que recebeo."
azp1552_ch17_21,"E a ſ ſi † o q̃ que furta hũa huma mula, ou caualo, que ſeu dono ſo hia alugar, ⁊ ho teue por meo ãno, polo q̃l qual ho ſe fior deixou de ganhar. xx. cru ʒados, nã não cũpre cumpre cõ com ſomente re ſtituyr a mula ou caualo, ſem os vite cru ʒados, tirados os ga ſtos q̃ que ſe fi ʒer ão ⁊ ſe cu ſtum ão tirar. Maior ĩ. 4. d. 15. q. 26. &amp;. 28. E tambẽ tambem ſe o q̃ que for ço ſamente to mou ou furtou, pereceo ẽ em poder do q̃ que ho tomou ou furtou: obrigado he a pagar o que mais va leo, de ſdo tempo que ho tomou, ate que ho offre ceo a ſeu dono, em lugar ⁊ tempo conueni ẽtes, ⁊ ſe ho n ão quis receber, cumpre com lhe re ſti tuyr o que valia ao tempo q̃ que ho tomou."
azp1552_ch17_22,¶ Quanto he o que ſe ha de re ſtituyr:
azp1552_ch17_23,"¶ Ho. iij. † que da dita diffini ç ã ſe ſegue he, qu ã to ſe ha de re ſtituyr, porque ſe collige que ſe ha de re ſtituyr tanto, quanto aba ſta pera igualar cõ com o que ſe deue, de maneyra q̃ que ſe a quantidade da diuida, ou do d ãno he certa, he nece ſ ſario q̃ que ou tra tanta ſe re ſtituya: Por ẽ ſe he incerta a qu ãti dade, como he as dos d ãnos das injurias, feri das, fruytos pendentes, ſementeiras, ⁊ do inte re ſ ſe intere ſ ſe do que ſe perdeo ou deixou de ganhar, ⁊ de outras cou ſas ſemelhantes, deue ſ ſe re ſtituyr t ã to, quanto hũ hum bo õ var ão arbitrar, con ſiderando todalas cou ſas do negocio, tẽpo tempo, lugar, pe ſ ſoas l. Certi c õ ditio. ff. de reb. cred. &amp; in prin ci. in ſtit. đ verb. &amp; l. 1. C. đ integ. re ſt. ⁊c. O qual deue arbitrar tanto, q̃nto quanto pera igual dade ſe requere, ſe poder: ⁊ ſe n ão aquillo cõ com que mais a ella ſe poder achegar. Argu. l. Fi deic õmi ſ ſa .§. Quan qu ã ff. de legat. 3. &amp; cap. Quin taualis. &amp; c."
azp1552_ch17_24,Veni ẽs. đ iuretur.
azp1552_ch17_25,¶ A quem ſe ha de re ſtituyr.
azp1552_ch17_26,"¶ Ho. iiij. † que ſe ſegue he, a quẽ quem ſe ha de fa ʒer a re ſtituy ç ão porq̃ porque ſe collige que ſe ha de fa ʒer a qu ẽ ſe deue. Por ẽ pera ſe ſaber a quem ſe deue, de nece ſ ſario olhar ſe de deuida a re ſtituy ç ã. Por ſom ẽte ſer cou ſa alhea, o q̃ que ſe ha de re ſtituyr. Ou por ſe auer tomado, ou danado mal, contra v õta de  de ſeu dono. Ou por ſe auer tomado mal, com vontade  de ſeu dono, que mal lho deu. Ou pola a uer tomado mal de quẽ quem bem lho deu. Ou por to mar bem por torpe cou ſa. Por q̃ no primeyro ca ſo de ſtes cinco. ſ. quãdo quando a re ſtituy ç ão ſe deue por ſomente ſer a cou ſa alhea, deue ſe re ſtituyr regu larmente ao ſenhor della, hora ſeja ſenhor verda deiro, hora limitado pera de ſpen ſeiro, como ſam os prelados da igreja, c. fin. 16. q. 1 c. Pa ſtora lis. de do nat. como largamente di ſ ſe mos ẽ em outra parte. c. 1. &amp;. c. C đ ſec ũd ũ, de pr æb."
azp1552_ch17_27,"† Di ſ ſemos (regularm ẽte) por q̃ em algũs alguns ca ſos, ſe ha  de fa ʒer a outro. ſ. qu ã do ho ſe ñor he menino, furio ſo, prodigo, ou tem titor ou curador l. Pupillo. ff. se ſolu. .§. furio ſus &amp;. §. Pupil lus. In ſtit. đ inutil. ſtip. l. Obligari. ff. de auth. tut. ⁊ ainda quando ho prelado a quem ſe auia de re ſtituyr, he de ſperdi çado, q̃ que de ſtruye os b ẽs da igreja, ſegundo Caieta. c. In ſ ũma. verb. Re ſti tutio. c. 4. ⁊ ou tros mais nouos, ſegundo os q̃es quaes n ão ſe deue re ſtituyr a elle, ſe n ão conuertelo em ꝓueito proueito da igreja: porẽ porem a nos outros nos parece q̃ que ſe ho p̃la do nã não e ſtaa ſu ſp ẽ ſo, nẽ nem lhe he dado coadjutor, ⁊ o que ſe ha de re ſtituyr he de ſeus fructos ⁊ r ẽdas de que elle he de ſpen ſeyro legitimo, a elle ſe de ue re ſtituir Argu. No tator ũ. in c. C ũ dilecti. de dolo. &amp; c õtu. &amp; in c. Venera bili. de off. deleg. &amp; c. fi. de accu ſat. &amp; c. Per uenit. de fi de iu ſs.: porq̃ porque n ão ha texto que diga ho con trayro. E ainda quando o q̃ que ſe ha de re ſtituyr he dos me ſmos b ẽs da igreja, que elle n ão pode, nẽ nem deue alienar ſem cau ſa, cumpre cõ com lhe re ſtituir, porque n ão ha texto, que a outra cou ſa obrigue ainda que milhor faria, fa ʒendo o que elles di ʒ ẽ. Tamb ẽ quando ſe n ão ſabe quẽ quem he ho ſe ñor do que ſe ha de re ſtituyr, ou e ſtaa tam longe, ou em tal lugar, que n ão lho pode mãdar mandar, ou n ão pode ſer ſem grande perigo ⁊ e ſcandalo: ent ão ſe de ue re ſtituyr a Je ſu Chri ſto, ſenhor ⁊ herdeiro vni uer ſal: c. 1. ad He breos. &amp; c. quo iure. 8. d. como ẽ em outra parte ho di ſ ſemos in c. Nouit đ iud. not. 3. n. 8., repar tindoo com ſeus pobres, ou outras obras pias, por parecer i ſto conforme a ley natural, ⁊ ho ſen tirem algũs alguns textos c. C ũ tu. de v ſur. c. qui habetis. 14. q. 5.. Tamb ẽ quando ſe toma al g ũa cou ſa ao ladr ão, a elle ſe pode re ſtituyr, ain da que ſeja doutrem, po ſto q̃ que (ce ſ ſando algũs alguns in conueni ẽtes) milhor ſeria tornala ao ſenhor cuja era, ⁊ a quem ho ladr ão a auia de re ſtituir, ſeg ũ de S. Anto 2. ꝑ. ti. 2. c. 1. §. 2. pro que. l. Bo na fides. ff. de po ſ. ⁊ Sylue ſtr. verb. Re ſti tutio. 4. §. 1 Em ho ſeg ũdo segundo ca ſo ſ. quando a re ſtitui ç ão ſe deue por torpe ʒa, cometi da ſoomente por parte do que toma, i ſto he por auer mal tomado alg ũa cou ſa ou inju ſtam ẽte d ã nificado a outro, por furto, for ça ou medo, ao me nos reuerencial, manha, engano ou porq̃ porque lho deu pera cobrar delle o q̃ que lhe deuia, ⁊ n ão ho podia doutra maneira cobrar: ou ꝑa para cuitar algũ algum d ãno, ou outra ſemelhante maneira contra vontade q̃ que n ão era ba ſt ãtem ẽte liure (a juy ʒo de bõ bom var ão) do que lho dera, ho me ſmo di ʒemos que no pri meiro. ſ. que a re ſtituy ç ão he deuida, ⁊ ſe ha de fa ʒer a ſeu dono, ou a quem ſe fe ʒ ho d ãno por aquella maa obra, ⁊ ainda por mais forte reʒ ã reʒam. Innoc ẽ. &amp; c õis in c. Quia ple ri  de im mu. eccle ſ."
azp1552_ch17_28,"† Por dono entendemos aq̃lle aquelle em cuja guarda e ſtaua, o que ſe tomou, ou d ãni ſicou, ainda q̃ que fo ſ ſe doutrem. De maneyra q̃ que ho dono do penhor, ou depo ſito, he ho acreedor ou depo ſitario, em cujo poder, ou guarda e ſtaa. E ho do pelote ou capa cortada, he ho alfayate que a tem ꝑa para a co ʒer: ⁊ ho da roupa que tem pera lauar, he a lau ã deyra ⁊c. E a e ſtes ſe ha de re ſtituyr o q̃ que lhes for tomado, ⁊ n ão a ſeu dono l. Cuius. &amp; l. Sui. &amp; l. Ita  Fullo in prine. et .§. Sed eos vel pigno ri. ff. đ furt.. Uerdade he q̃ que no fo ro da cõ ſciencia consciencia ſe podem re ſtituyr aos me ſmos ſenhores: com tanto que ſe tenha a cautela nece ſ ſaria, pera q̃ que aos taes lhes n ão venha d ãno de outra ve ʒ re ſtituyr Arg. l. Bo na fides. ff. depo ſiti. &amp; notator ũ ĩ c. in I r̃is. đ re ſtit. ſpol., nem de outra pena, nẽ nem de ꝑ dimento de credito, de fidelidade, diligẽcia diligencia ⁊ b õ dade: ⁊ com tanto que ho tal ſe fa ça ſem e ſc ãda lo ⁊ iniuria doutrem. Mayorm ẽte i ſto ſe pode fa ʒer quando cõtra contra algũ algum dos ſobreditos, ha ſo ſpey ta que n ão re ſtituyra ao ſe ñor, ou com grande di ficuldade ou d ãno, por ſer ladr ão ou trampo ſo, ou muy pedero ſo, ou de ſperdi çado, ou de outra ſemelhante ⁊ maa qualidade, ſeg ũdo segundo ho parecer de todos."
